Year,Status,Adult_Mortality,Alcohol,percentage_expenditure,BMI,Total_expenditure,Diphtheria,HIV_AIDS,GDP,Population,Income_composition_of_resources,Schooling,Health_Index,Life_expectancy
2013,Developing,157,5.93,97.52211538,56.8,4.12,83,0.3,627.55544,1281296,0.709,13.2,0.807874361,73.4
2011,Developing,144,4.37,184.3073618,55,6.64,85,0.1,7227.73968,4646646,0.7,13,0.29423824,74.2
2006,Developed,157,8.51,665.6427546,54.4,5.6,97,0.1,5828.745662,2119376,0.755,13.7,0.240168694,72.5
2014,Developing,148,3.55,473.1238124,53.2,9.4,98,0.1,1975.46477,613997,0.636,11.6,0.558838731,74.5
2011,Developing,235,0.01,257.8403154,48,4.45,99,0.1,3769.595255,2761516,0.701,14.6,0.684219793,67.3
2006,Developing,361,4.5,21.24915339,14.5,11.49,92,3.8,165.8794176,7675338,0.29,5.9,0.747209877,54.1
2005,Developing,192,1.78,40.13342094,37.5,5.11,99,0.3,546.776852,26167,0.62,11.7,0.166890163,67.3
2004,Developing,94,13.18,5291.234786,57,1.53,98,0.1,33874.74255,6274897,0.857,15.5,0.516449829,82
2014,Developing,362,0.01,263.2111031,24.7,3.67,49,3.9,3221.678128,1764652,0.521,10,0.547686118,53.6
2004,Developing,228,0.44,4.15451614,15.7,1.97,82,0.5,219.8156688,487377,0.455,7.8,0.686368917,63.5
2010,Developing,13,1.98,246.5686008,48,5.33,81,0.1,5842.85784,954332,0.737,11.7,0.147154557,71.1
2010,Developed,13,10.59,220.4916851,58.4,6.88,99,0.1,12599.52486,3842794,0.822,15.1,0.493646186,76.3
2004,Developing,69,2.23,1895.342792,6.1,7.35,95,0.1,19888.172,689,0.863,15.9,0.281753748,81
2006,Developing,125,5.11,980.2537444,57.2,5.83,98,0.1,8767.92258,1192378,0.723,12.2,0.5108441,75.8
2010,Developing,27,0.48,18.21661422,75.2,1.52,91,0.1,1493.1651,12652,0.584,11.9,0.881249549,65.3
2014,Developed,65,11.12,16255.16198,6.9,6.94,99,0.1,119172.7418,556319,0.892,13.9,0.342571816,81.7
2011,Developing,197,2.37,549.2783081,53.4,6.81,89,0.3,3736.58713,619256,0.666,13,0.388401151,72
2012,Developing,151,3.11,363.5721644,48.4,9.78,97,0.4,2178.38325,855646,0.614,11.6,0.208397313,74.1
2014,Developing,89,4.03,732.8662491,55.3,9.57,86,0.1,5193.94932,35662,0.742,14.2,0.856431666,77.2
2011,Developing,176,6.5,144.9850711,43,5.6,9,0.4,1953.9767,1334788,0.774,12.6,0.112566387,76
2006,Developing,126,6.18,110.1138286,49.2,8.39,88,0.1,1872.68416,4136,0.714,12.6,0.239287837,73.9
2006,Developing,127,7.75,961.1774676,57.5,6.68,91,0.1,5878.76127,3955889,0.782,16.1,0.656181691,75.2
2004,Developing,183,1.59,34.41887163,37,5.11,99,0.3,465.1198869,2586435,0.613,11.6,0.30813563,67.8
2002,Developing,125,5.52,78.80940216,47.8,8.3,99,0.2,4126.14671,3149265,0.725,12.6,0.669380664,75.7
2012,Developed,14,11.49,1851.713262,61.9,7.8,96,0.1,13235.97757,4267558,0.815,14.6,0.760599279,77.1
2012,Developed,6,7.49,4793.904924,62.1,9.28,97,0.1,34814.12436,59539717,0.877,16.6,0.826362439,82
2010,Developing,459,4.93,56.93670561,29.7,8.47,89,21.6,369.239336,122843,0.523,11,0.203772983,53.6
2005,Developing,14,1.37,379.5139945,52.2,5.57,98,0.1,3194.562243,112482,0.683,13.9,0.050446763,74.2
2006,Developing,22,5.46,47.08931143,24,7.84,97,1.2,843.89447,159328,0.521,10.2,0.186354914,64.7
2010,Developing,279,0.01,79.67936736,16.7,9.2,66,0.1,553.32894,2883167,0.448,9.2,0.656048316,58.8
2003,Developing,321,0.59,124.3789361,39.6,6.79,68,1.4,588.3582595,61724,0.433,7.2,0.557727993,59.6
2003,Developing,166,3.04,194.4335736,41.2,8.29,92,1.4,1157.3427,733821,0.566,10.3,0.687217209,71.9
2014,Developing,26,0.01,80.92679802,3.1,3.77,84,0.9,1326.66882,46392,0.509,8.5,0.071934108,63
2008,Developed,159,11.9,128.0805702,55.6,5.33,96,0.1,1136.47356,2537875,0.78,14.7,0.197421044,73.1
2014,Developing,22,6.29,24.44473709,52.3,4.36,95,0.1,1286.56511,17289224,0.789,15,0.812565958,69.9
2012,Developing,68,8.3,9748.636237,65.3,1.78,95,0.1,52496.69487,3475545,0.907,15.9,0.347840177,81.6
2014,Developing,162,0.01,7.829008596,39.9,6.88,97,0.2,114.45919,8362745,0.622,11.3,0.697205058,69.6
2013,Developing,118,6.89,1694.467075,56.3,8.9,8,0.1,11685.97983,3838462,0.773,12.9,0.871874915,77.5
2011,Developing,229,7.56,536.2332523,43.2,6.8,93,0.4,3439.597513,7491,0.624,10.3,0.173155464,65.6
2008,Developing,189,0.21,70.27113179,15.4,6.44,82,0.2,473.844449,26475859,0.492,10.1,0.049191164,67
2002,Developing,313,10.87,266.5416917,54.5,5.99,97,0.3,2375.5944,1453646,0.727,12.8,0.223625722,64.8
2014,Developing,178,6.32,1132.432517,57.7,5.69,85,0.4,9564.46383,547928,0.722,12.7,0.156432121,71.4
2013,Developing,22,0.01,137.2591943,76.7,1.15,95,0.1,1724.361737,18535,0.589,11.9,0.424379175,65.8
2002,Developing,148,3.82,155.2072669,22.6,5.17,91,0.8,1373.515636,45216,0.569,11.3,0.428634999,77
2012,Developed,81,11.96,331.457035,59.5,9.74,98,0.1,2577.4264,1514844,0.824,16.3,0.725022848,83
2008,Developing,98,1.67,69.13924862,62.5,8.7,81,0.1,712.775759,411147,0.74,13.1,0.84711525,74.5
2014,Developing,155,0.01,28.14578503,17,1.48,77,0.1,1153.51578,1212814,0.612,12.5,0.412263566,68
2009,Developing,219,0.3,1.177477677,21.2,4.81,86,0.5,12.566464,1255917,0.444,7.5,0.607773762,63.5
2010,Developing,121,8.15,187.610955,59.8,6.55,94,0.1,1276.265,41223889,0.802,16.8,0.863781348,75.5
2007,Developing,22,4.72,685.0299083,52.6,5.92,84,0.8,5761.39536,5975,0.684,11.7,0.466037863,69.5
2006,Developing,147,4.53,62.43710774,51.3,6.11,93,0.1,379.78776,43835722,0.669,11.5,0.016479861,73.1
2010,Developing,131,0.49,65.56659662,35.3,3.99,96,0.1,971.356987,28112289,0.764,12.8,0.946709144,74.1
2008,Developing,322,0.49,11.76572311,15.1,3.69,94,1.1,326.825642,4232636,0.406,5.2,0.761392638,67
2003,Developing,715,4.06,0,26.7,6.52,68,36.7,453.3511552,12633897,0.418,9.5,0.411678311,44.5
2010,Developing,158,5.95,71.6850913,27.9,3.81,99,0.2,575.32176,672888,0.711,13.1,0.06770745,73.9
2008,Developed,92,12.35,3652.869332,56.5,9.9,97,0.1,24815.6884,1558177,0.804,15.8,0.894103329,79
2012,Developing,148,5.36,441.8446244,47.9,1.33,87,0.1,3855.537735,6379219,0.679,12.3,0.34119929,73.6
2012,Developing,13,7.71,158.2576025,53.6,8.57,92,0.1,4142.869175,3825,0.749,13.4,0.675451771,74.2
2006,Developing,587,1.18,6.847033785,16.2,8.99,99,21.1,297.6971211,13429262,0.377,9.6,0.659873038,47.1
2003,Developing,183,1.54,28.52135777,36.4,5.17,98,0.3,396.129969,2556765,0.607,11.3,0.424845921,67.2
2011,Developed,63,10.3,10986.26527,64.4,9.2,92,0.1,62245.129,223424,0.927,19.8,0.840752666,82
2009,Developing,157,3.08,286.1211446,45.9,8.84,97,0.5,1815.489496,83521,0.603,11.3,0.249094819,73.4
2006,Developing,144,3.52,19.13983284,47.9,5.86,96,0.3,335.786541,1396748,0.693,12.8,0.388851621,74.4
2008,Developing,123,0.51,171.3658969,51.7,5.41,99,0.1,2884.94776,31596855,0.589,10.3,0.827333641,71.8
2009,Developing,183,2.56,92.81479759,4,6.31,98,0.2,1213.265328,277674,0.651,11.8,0.16542392,68
2009,Developing,376,9.05,14.5676468,21.6,4.24,63,4.9,197.661422,15442181,0.487,9.3,0.473310602,51.6
2004,Developing,269,0.27,7.212110766,18.8,3.96,76,0.1,616.4197236,597228,0,9.5,0.508977994,59.8
2014,Developing,148,0.01,115.2784282,32.8,4.81,97,0.1,1153.93822,126934,0.769,14.7,0.021205795,74.2
2006,Developing,16,4.15,1185.412346,51.4,7.82,89,0.1,5245.187372,438794,0.727,12.6,0.911540522,78
2010,Developed,64,10.52,8875.786493,63.9,9.2,92,0.1,51874.848,223175,0.927,19.5,0.021135465,81.9
2014,Developing,297,0.01,41.25159038,18.2,7.54,95,0.7,312.7489794,989179,0.404,10.6,0.939059427,59.1
2013,Developing,121,2.14,275.6514934,5.6,5.54,93,0.1,7875.756953,941681,0.745,11.9,0.603102635,72.2
2014,Developing,522,0.01,162.1278115,32,1.62,93,9.4,1174.839214,2145785,0.491,10.8,0.081933113,52.1
2010,Developing,134,3.95,367.9285652,5.7,5.9,91,0.1,4657.32361,1493469,0.703,13.1,0.315415139,75
2006,Developing,24,7.04,170.6325842,39.6,4.67,93,1.1,1945.6395,74961,0.622,11.7,0.578009714,65.2
2011,Developing,347,10.22,94.49686776,16.7,9.9,82,6.8,584.3962137,3593648,0.477,10.7,0.900240396,59.3
2006,Developing,145,1.96,120.2471713,17.2,4.6,98,0.1,1448.7611,1952,0.718,13.1,0.250496857,73.8
2007,Developing,144,4.66,780.5946749,52,6.25,93,0.1,4674.21961,44374572,0.675,11.9,0.219825464,73.5
2002,Developing,179,4.14,369.6317105,26.4,4.24,88,0.1,3957.51296,124621,0.683,12.5,0.375380373,71.5
2014,Developed,78,9.88,271.2545531,6.9,9.5,98,0.1,2277.53613,14162,0.837,16.8,0.548084312,89
2008,Developing,217,0.02,61.76263795,26.1,3.23,74,1.3,1167.535689,347541,0.475,7.2,0.203854763,61.4
2011,Developed,14,12.19,1913.356642,61.3,7.8,96,0.1,14539.18421,428622,0.808,14.5,0.254529958,77
2002,Developing,186,1.47,24.99438738,35.9,5.44,99,0.2,383.3494997,2527185,0.6,11,0.177306105,67.1
2013,Developed,58,7.35,483.1916844,62.6,9.22,96,0.1,3537.27441,6233948,0.876,16.5,0.402606773,82.3
2008,Developing,26,1.95,81.04656111,57.3,3.68,99,0.1,4177.657789,84334,0.7,14.3,0.667729433,68.7
2002,Developed,68,11.68,1128.050886,53.8,6.12,98,0.1,16372.29152,976966,0.805,12.5,0.84447597,78.4
2003,Developing,437,1.49,35.85204668,15.5,4.45,73,14.5,436.6875357,3413852,0.45,8.2,0.006538411,52.4
2014,Developing,177,6.58,670.0920883,5.1,5.79,95,0.2,4852.223666,351694,0.705,12.8,0.195897824,70
2004,Developing,238,2.86,186.1013972,4,4.3,97,0.1,1453.917166,473398,0,10.3,0.306955775,63.5
2014,Developing,119,6.74,1842.463782,57.1,8.3,8,0.1,12593.7374,393986,0.78,13,0.787548774,77.6
2009,Developed,85,10.05,671.9376566,61.6,1.39,98,0.1,4488.5615,1796493,0.876,15.8,0.183096879,79.8
2010,Developed,68,11.88,4509.234803,58.9,8.76,94,0.1,48538.58776,456155,0.907,18.2,0.705850487,86
2011,Developing,86,7.26,211.614293,61.2,7,94,0.1,1475.69242,17153357,0.82,15.4,0.847663439,79.8
2014,Developing,144,4.38,1435.487755,57.2,7.2,9,0.1,7913.383432,47791911,0.72,13.6,0.967088032,74.6
2008,Developing,382,5.9,68.7073044,24.9,5.18,84,6.7,1233.524316,18978,0.466,8.8,0.52592123,54.2
2010,Developing,365,7.8,191.6537407,2.4,3.39,77,2.5,3529.53482,23369131,0.488,9,0.8056924,49.6
2008,Developing,273,9.46,456.4586664,57.6,6.63,9,0.4,3891.37823,462582,0.73,14.9,0.267444609,67.7
2010,Developed,188,12.9,1423.802386,6,7.9,95,0.1,11984.86857,397282,0.824,16.8,0.467731356,72.4
2012,Developing,184,0.01,16.71406295,42.2,6.49,99,0.1,174.468298,297745,0.673,12,0.406846057,68.8
2004,Developing,131,0.93,10.21129783,46.8,4.48,81,0.1,148.852738,1786638,0.61,10.6,0.9668508,73.2
2008,Developing,19,2.21,472.2234994,45.9,6.65,95,0.4,2794.22189,146366,0.589,10.4,0.910674599,79
2004,Developing,213,0.06,55.36107207,18.2,2.37,71,0.1,1148.56996,223614649,0.624,11,0.686723416,65.3
2003,Developing,693,5.51,299.3671252,31.6,4.65,96,31.9,4163.6596,184339,0.567,11.8,0.681234676,46.4
2008,Developing,288,4.5,107.7988339,15.6,6.77,93,1.5,569.7612784,14689726,0.345,5.4,0.032401218,56.1
2011,Developing,128,4.09,260.9963826,51.9,3.71,95,0.1,3526.978143,2875581,0.729,12.7,0.125216669,73.9
2012,Developing,154,0.01,915.1859205,31.8,4.76,98,0.1,9291.227619,1255882,0.756,14.3,0.559441123,73.9
2013,Developing,399,6.39,10.66670728,3.8,6.88,95,6.8,111.227396,155456,0.488,10.4,0.972556494,58
2013,Developing,47,0.01,1.321464076,23.3,11.59,92,0.8,71.8186998,692279,0.413,9.3,0.229599161,54
2013,Developing,136,3.79,5.457289334,52.7,5.91,93,0.6,56.144952,285187,0.727,12.8,0.89010011,75.6
2005,Developing,126,4.93,998.3498049,56.4,6.4,98,0.1,7986.798439,18472228,0.719,12.2,0.528606561,75.3
2009,Developed,136,10.7,1299.159757,57.8,7.12,99,0.1,11527.59323,3815163,0.818,15.1,0.638979105,75.7
2007,Developing,356,1.97,59.83361364,17.3,4.8,81,9.1,839.181117,388599,0.494,10.1,0.559295054,56.8
2010,Developing,128,9.65,774.4396617,57,1.9,91,0.1,5411.87744,7291436,0.755,13.6,0.649963956,74.4
2006,Developing,211,2.06,52.1241634,55.9,3.84,98,0.1,3749.939813,827411,0.695,14,0.603850322,68.5
2014,Developing,11,0.01,54.2373183,58.4,7.21,95,0.1,547.8517,39113313,0.741,14.4,0.96165096,75.4
2010,Developed,18,9.8,1109.969508,58.9,6.55,92,0.1,11326.21947,297555,0.815,16,0.302909912,72.8
2010,Developing,363,2.47,184.3649102,2.7,4.41,83,6.8,1463.213573,138533,0.533,11.8,0.569304819,58
2006,Developing,299,0.64,126.6142137,41.9,5.92,72,1.5,854.346921,647272,0.454,8.2,0.680590512,68
2011,Developing,418,3.78,54.6659175,22.2,11.98,89,1.3,445.525,6611692,0.392,8.9,0.284646254,48.9
2006,Developing,12,1.46,420.1153538,53.1,5.64,99,0.1,3371.71231,1196136,0.689,14.2,0.492593156,74.4
2006,Developed,66,8.84,2380.699796,65.6,8.93,85,0.1,16671.5672,4538,0.809,14.8,0.41552861,79.3
2007,Developed,154,10.6,919.1673438,55,5.21,96,0.1,8214.185378,2882982,0.766,14.1,0.907790162,72.9
2008,Developing,225,4.26,181.0123284,44.9,5.58,96,0.1,2139.625631,2628131,0.673,13.4,0.288592025,67.4
2008,Developing,181,7.22,51.25232422,45.7,5.9,94,0.1,447.22796,36165,0.699,12.8,0.804471929,69.6
2005,Developing,136,0.5,2.548922758,48.9,3.24,88,0.1,31.122378,33288437,0.68,12,0.312309003,72.9
2013,Developed,54,9.04,212.0859259,59.2,7.46,99,0.1,2797.96736,1143896,0.85,13.8,0.479629336,81
2008,Developed,62,12.01,239.6409938,56.8,6.89,97,0.1,3539.7488,181563,0.844,13.7,0.885789911,79.1
2010,Developing,163,2.95,0.108055973,3.7,5.29,99,0.2,8.376432,1254,0.74,14,0.888560083,73.3
2003,Developing,237,7.93,16.47949015,37.8,5.97,9,2.1,986.7958173,751857,0.611,11.1,0.956333064,65.3
2014,Developing,463,0.01,1.443286353,23.8,11.9,83,0.6,78.4394757,779162,0.426,9.5,0.352542344,48.1
2002,Developing,31,1.6,3.336437969,2.7,3.7,78,3.5,39.484473,19924522,0.484,7.6,0.59615868,57.6
2009,Developing,453,1.56,40.45156933,19.8,3.58,42,7.3,449.961839,44423,0.345,6.4,0.538937866,48.6
2006,Developing,161,5.61,26.18072382,43.5,6.43,98,0.2,189.71539,5882796,0.648,12.1,0.036408397,72.3
2002,Developing,415,7.82,1.9659778,14.1,4.18,88,8,196.59778,853625,0.343,7.2,0.965486197,57
2011,Developing,241,0.12,59.6596497,22.1,6.1,83,0.2,829.7586885,76569,0.479,10.6,0.92078892,62.2
2006,Developing,295,0.03,17.17151751,14.7,7.43,58,0.1,272.56377,2589345,0.405,8.1,0.53561798,57.3
2004,Developing,124,4.9,920.8284115,55.7,6.11,98,0.1,7199.59665,16995583,0.714,12.1,0.575400812,75.4
2008,Developing,441,3.91,5.379606465,2.7,1.29,77,1.9,46.3759178,6165372,0.367,8.3,0.725842148,46.2
2014,Developing,225,0.01,281.0023992,51.5,4.73,99,0.1,4181.583321,2923896,0.729,14.8,0.432819572,68.4
2007,Developing,16,5.16,8.240355867,51.5,8.37,95,0.1,418.292176,3774,0.703,12.9,0.800943428,75.4
2002,Developing,189,0.05,43.17867291,16.7,2.27,7,0.1,899.5556857,2175859,0.608,10.6,0.269258622,66.7
2007,Developing,148,3.64,25.62349238,48.1,4.87,92,0.9,462.517913,2775467,0.714,12.5,0.242119278,74.2
2008,Developing,178,0.32,4.153362912,35.3,5.58,86,0.3,76.914128,739728,0.592,10.8,0.44330672,66.4
2003,Developing,21,5.67,312.7995946,42.6,4.53,96,1.5,3679.99523,26913,0.684,12.2,0.93047058,68.4
2013,Developing,84,7.2,2442.222054,62.5,7.53,91,0.1,15941.39722,17462982,0.831,15.6,0.234675229,81
2012,Developed,138,9.58,1078.358105,58.4,5.48,91,0.1,8558.39766,25835,0.797,15.3,0.943944578,74.4
2003,Developing,81,9.46,2124.921517,59.2,8.61,94,0.1,18477.57841,19287,0.823,15.2,0.974501998,79.1
2005,Developing,163,6.38,20.68037294,42.8,6.7,96,0.2,157.145691,5795494,0.646,12.3,0.092995202,72.1
2010,Developing,145,0.19,21.82252494,55.8,3.82,74,0.1,452.74948,376271,0.646,10.4,0.398046153,76
2008,Developed,8,11.53,18961.3486,58.4,7.34,99,0.1,114293.8433,48865,0.887,13.5,0.152344614,80
2006,Developing,3,11.79,12.25184084,55.7,5.3,98,0.3,692.194398,14349528,0.754,13.8,0.4155807,66.4
2012,Developing,12,8.35,1133.558003,61,5.2,91,0.1,12969.7712,4296739,0.822,17.2,0.519101472,75.9
2013,Developed,57,7.3,1212.666327,58.5,11.97,98,0.1,6283.24522,96379,0.904,15.8,0.765503599,81.9
2010,Developing,116,1.49,32.78235828,61.9,5.61,97,0.1,1672.5693,72326914,0.715,13,0.818606055,74.2
2009,Developed,158,10.4,14.96373588,56.3,5.56,95,0.1,822.18329,2367487,0.795,15.4,0.00441084,73.1
2003,Developed,15,14.21,2283.891796,52.5,9.54,99,0.1,15772.7334,1458821,0.789,15.8,0.113703039,77.3
2007,Developing,133,4.29,516.4037021,5.2,4.6,93,0.3,3611.2147,28292724,0.696,13.2,0.522881258,74
2002,Developing,138,7.81,470.1869145,55.1,8.31,93,0.1,2579.193168,3788937,0.776,16.3,0.159050361,74.1
2006,Developed,161,10.39,508.6304588,6.3,6.67,95,0.1,4513.13628,76122,0.75,13.5,0.329613278,72.2
2013,Developing,81,11.1,6646.953935,61.6,11.56,99,0.1,42554.1225,6599857,0.887,16.2,0.203426567,82
2010,Developing,273,0.6,9.585584394,2.7,6.35,73,1.5,78.377632,157585,0.396,7.3,0.461299076,56.5
2011,Developing,141,3.03,20.83302367,2.5,3.28,99,0.1,322.992615,2271,0.746,13.6,0.554871094,74.5
2004,Developing,247,12.05,42.33443901,56.2,6.59,99,0.1,2378.33927,973146,0.703,14.1,0.814108265,68.2
2012,Developing,6,2.78,3830.184587,63.8,7.73,94,0.1,32569.59683,7915,0.889,15.9,0.06736116,81.8
2002,Developing,155,1.51,310.8203382,67,5.3,84,0.1,1842.44421,99184,0.679,13.5,0.456017536,71.9
2006,Developing,32,4.73,64.24025208,14.6,6.58,86,2,422.6332374,13829177,0.325,4.7,0.630684852,54.3
2009,Developing,137,3.87,282.1440066,5,5.58,94,0.1,4255.56571,14691275,0.702,13.1,0.51599743,75.1
2009,Developing,587,4.64,1.040021112,29,6.26,73,18.1,65.824121,1381599,0.419,9.9,0.926781325,50
2002,Developed,95,12.91,910.5062778,55.2,8.27,99,0.1,5293.64115,446175,0.86,13.5,0.570901691,78.3
2007,Developing,2,0.85,28.90135229,43.8,6.42,9,0.1,146.931125,49294,0.482,9,0.095109797,67.6
2003,Developing,6,5.65,2.819124474,27.1,5.71,85,50.6,22.99449,187392,0.493,9.1,0.178446267,45.9
2014,Developed,54,7.3,1142.212403,59,11.93,98,0.1,5918.19898,969611,0.906,15.8,0.747965335,82.3
2005,Developing,99,2.92,171.6596026,24.1,4.66,87,0.1,1753.4178,13372,0.634,10.6,0.474150068,73.9
2005,Developing,265,0.72,33.74786198,15.8,5.3,85,0.6,274.819723,18336724,0.473,8.9,0.126807511,69
2009,Developing,127,6.87,1092.155356,53.4,7.56,85,0.1,7429.628274,3579385,0.755,12.8,0.409208254,76.8
2011,Developing,116,0.56,509.0020405,55,5.29,95,0.1,5432.2523,36819558,0.724,14,0.596240614,74.9
2011,Developing,241,0.97,78.79967196,18.5,4.24,73,0.4,454.963464,21743949,0.504,10.2,0.882191634,63.8
2007,Developing,217,4.14,49.93698173,24.7,7.44,97,1.2,894.927988,16311,0.527,10.3,0.37905727,65.1
2006,Developing,28,1.37,34.85942671,13.9,4.25,65,0.3,792.259698,1161977719,0.536,9.7,0.598072292,64.8
2010,Developing,254,1.33,94.25737917,23,4.95,76,1.4,757.695974,9199259,0.451,9.5,0.469411829,58.7
2009,Developed,61,7.25,5243.316638,6.5,9.41,96,0.1,36976.84512,5995365,0.868,16.3,0.64712167,81.6
2011,Developing,34,1.44,39.08258546,22,5.21,85,2.6,562.3393592,6679282,0.457,11.5,0.650223962,58.3
2014,Developing,126,0.52,721.3655432,39.5,4.17,97,0.1,11183.96191,322817,0.783,13,0.503591464,74.8
2013,Developing,229,10.58,1529.497771,59.3,7.9,97,0.2,15543.67653,14356911,0.799,14.6,0.421763617,70
2010,Developing,228,0.28,244.0391949,2.3,5.17,91,0.5,2178.921383,727641,0,11.4,0.275615995,67.9
2009,Developing,166,2.83,624.2361828,3.2,4.97,99,0.1,7318.12641,1247429,0.734,13.8,0.251410072,72.8
2002,Developing,416,2.16,40.82597077,17.3,6.45,76,14.5,262.884551,19139658,0.311,6.2,0.836292232,49.8
2003,Developing,146,0.58,88.16506179,47.3,5.25,91,0.1,1721.973863,29843937,0.551,9.3,0.134998091,69.9
2013,Developed,138,9.59,1230.748231,59.2,5.6,92,0.1,9585.266593,19983693,0.794,14.7,0.987516088,74.6
2014,Developing,199,13.94,1147.1114,61.7,5.69,97,0.1,8318.429294,9474511,0.796,15.7,0.954770399,72
2014,Developing,299,0.01,50.57976483,22.7,5.64,51,0.5,561.997387,118559,0.412,8.6,0.443751232,58.1
2014,Developed,169,15.19,2211.744178,61.9,6.55,93,0.1,16554.97139,2932367,0.841,16.5,0.79079883,73.4
2009,Developing,75,1.59,100.503021,21.2,9.22,98,0.1,597.1659,36,0.651,11.8,0.453373664,76.3
2006,Developing,161,3.23,192.9297829,43.5,7.63,95,0.8,1437.628785,754146,0.583,10.8,0.813241788,72.8
2008,Developing,77,9.51,3682.88717,62.4,9.76,99,0.1,31997.2821,1177841,0.853,15.9,0.283990679,79.9
2007,Developing,124,6.16,76.2508038,51.9,6.31,85,0.2,668.8667,345387,0.743,12.9,0.236288934,76.4
2013,Developing,371,7.34,978.5905287,49.5,8.78,73,4.5,6876.953821,53311955.61,0.652,12.8,0.885994103,69
2004,Developing,17,6.85,186.6090485,46.9,7.7,99,0.1,3623.47667,184738458,0.695,14,0.000612406,72
2010,Developed,81,10.22,665.7356115,61.9,1.17,98,0.1,4438.23741,1895586,0.878,15.9,0.844756525,80
2004,Developing,77,7.8,5513.329924,6.6,9.56,91,0.1,31979.87195,31995,0.881,15.8,0.63112518,80
2008,Developing,525,1.27,74.34482999,16.9,1.7,91,16.9,372.842678,14271234,0.4,9.6,0.73599455,50
2007,Developing,185,8.12,916.4741775,31.2,3.3,99,0.1,12154.82994,8533,0.733,13.1,0.825132456,72.2
2002,Developing,263,2.43,55.60878216,39.8,5.81,98,0.1,571.51883,2443659,0.599,10.1,0.097128454,63.8
2010,Developing,178,0.24,84.62302524,16.4,6.43,82,0.2,592.1835216,2723137,0.515,11.1,0.664014813,68
2008,Developing,139,3.76,197.9303077,49.3,5.66,96,0.1,4274.95265,14447562,0.698,13,0.961398867,74.6
2013,Developing,251,0.01,87.4080423,24.6,4.59,77,1.2,915.2674586,14451,0.466,10.3,0.485639585,59.5
2010,Developing,86,11.7,72.8001211,6.1,11.2,99,0.1,473.34279,6527512,0.879,16,0.93155739,81.3
2004,Developing,247,0.35,66.02236299,19.1,5.68,87,0.7,733.581811,1955944,0.408,6.2,0.795983526,59.7
2009,Developing,116,0.62,188.2902861,52.7,5.67,99,0.1,2861.5545,31989897,0.596,10.5,0.989149954,72.3
2002,Developing,134,2.86,57.17810403,47.8,5.4,94,0.1,783.261699,333897,0.645,10.8,0.823330164,72.6
2002,Developing,157,3.88,187.3843511,45.1,4.62,88,0.3,2183.966796,13726,0.675,12.5,0.507014582,73.6
2011,Developing,365,0.56,67.76269089,17.5,3.17,33,3.9,989.2363633,12288651,0.37,6.7,0.104107555,51.6
2014,Developing,19,0.01,50.539484,61.9,4.49,99,0.1,546.3728,88586,0.727,15.2,0.396786873,69.7
2004,Developing,125,0.54,32.52523612,57,9.5,95,0.1,261.456882,5535595,0.723,13.5,0.920446439,72.5
2010,Developing,196,2.14,443.3248254,47.2,6.64,94,0.4,2825.5247,1463417,0.602,10.5,0.711716132,77
2013,Developing,114,0.4,546.6235156,64,7.23,98,0.1,3992.86717,8413464,0.737,13.1,0.99840057,73.9
2012,Developing,294,0.01,41.60027954,22.6,5.11,84,1.7,563.6894247,6859482,0.464,12,0.073488939,58.9
2011,Developed,57,10.69,2443.325028,58.3,7.54,99,0.1,32233.83942,1124835,0.847,13.8,0.049188893,79.7
2007,Developing,216,4.19,137.327474,21.1,3.94,87,0.1,1672.685433,8929349,0.648,11.4,0.834111023,67.5
2002,Developing,138,1.47,35.55729,55.1,5.36,78,0.1,366.57,6514354,0.658,11.5,0.860370418,71.2
2002,Developing,459,7.04,346.5316007,41.6,8.9,7,26.6,2518.398261,45855482.88,0.62,12.9,0.795397991,54.9
2014,Developing,255,0.01,170.9626624,21.3,5.72,92,2.9,1335.6458,462425,0.546,11.1,0.11121531,62.9
2012,Developing,115,0.41,67.70171064,63.2,8,98,0.1,387.753211,7992573,0.735,12.9,0.375916513,73.7
2008,Developing,119,6.76,24.73142261,6.1,8.17,94,0.1,962.312164,335824,0.77,15.7,0.798417466,76.4
2011,Developing,275,4.51,85.55592906,17.1,5.17,91,0.9,666.842783,168194,0.377,6.7,0.307920472,58.1
2013,Developing,394,0.01,55.83107625,18.8,1.96,89,6.3,332.922339,16577147,0.459,10.7,0.855852604,56.7
2009,Developing,338,4.05,2.030494673,15.7,6.96,94,2.4,24.944652,848931,0.336,8.6,0.966829611,56.2
2006,Developing,221,0.01,55.79836969,24.8,3.21,68,1.3,944.134851,322653,0.466,7.2,0.878083661,69
2003,Developed,29,8.24,478.0644911,56.3,6.15,98,0.1,5134.95694,2287955,0.761,15.2,0.907736682,78
2003,Developing,273,0.52,19.15664091,15.5,4.9,95,0.2,997.7417141,623434,0,8.4,0.66163158,63.3
2004,Developing,197,1.56,15.35342268,16.1,4.28,97,0.1,174.6692,19228,0.705,12.8,0.049226468,69.1
2004,Developing,123,5.69,527.60848,49.5,8.9,95,0.2,4591.892776,3269541,0.733,12.8,0.627784264,75.8
2003,Developing,215,0.5,1.76541345,7.6,9.98,7,0.1,115.3865,88895,0,11.6,0.277396473,64.7
2013,Developing,192,0.01,460.6487805,61.1,4.26,99,0.1,4763.68956,879715,0.719,15,0.512791827,69.6
